Date,Open,High,Low,Close,Adj Close,Volume
2022-12-08,237000.0,240000.0,235000.0,237800.0,237306.234375,43135.0
2022-12-09,238000.0,240000.0,220100.0,224200.0,223734.46875,95008.0
2022-12-12,221900.0,232000.0,221900.0,230600.0,230121.1875,47293.0
2022-12-13,230800.0,238000.0,230800.0,235000.0,234512.046875,48602.0
2022-12-14,236000.0,243400.0,235400.0,243000.0,242495.4375,54199.0
2022-12-15,242000.0,243500.0,238800.0,239200.0,238703.328125,33448.0
2022-12-16,235200.0,240600.0,235100.0,238900.0,238403.953125,55329.0
2022-12-19,238800.0,241900.0,236100.0,239600.0,239102.5,26789.0
2022-12-20,237500.0,241600.0,234000.0,235400.0,234911.21875,28068.0
2022-12-21,236500.0,238400.0,230400.0,231800.0,231318.6875,39781.0
2022-12-22,234900.0,239400.0,234300.0,238900.0,238403.953125,30724.0
2022-12-23,233800.0,235300.0,228500.0,228900.0,228424.71875,44868.0
2022-12-26,228000.0,241300.0,227100.0,239000.0,238503.75,47667.0
2022-12-27,240800.0,243800.0,236900.0,240800.0,240300.0,53930.0
2022-12-28,238100.0,238100.0,212500.0,215000.0,215000.0,135730.0
2022-12-29,215300.0,218600.0,211900.0,218300.0,218300.0,70221.0
2023-01-02,218300.0,225700.0,218000.0,218000.0,218000.0,43270.0
2023-01-03,216200.0,220000.0,214400.0,218400.0,218400.0,29274.0
2023-01-04,212800.0,219000.0,205500.0,217000.0,217000.0,41300.0
2023-01-05,219200.0,221400.0,211000.0,212700.0,212700.0,29952.0
2023-01-06,207900.0,215000.0,207000.0,213200.0,213200.0,29935.0
2023-01-09,217500.0,221400.0,215800.0,218200.0,218200.0,33939.0
2023-01-10,221700.0,224900.0,218500.0,219300.0,219300.0,47226.0
2023-01-11,220900.0,222500.0,219600.0,221600.0,221600.0,27556.0
2023-01-12,225000.0,225900.0,221000.0,221000.0,221000.0,36305.0
2023-01-13,221800.0,221800.0,215500.0,217100.0,217100.0,58464.0
2023-01-16,218000.0,221500.0,217600.0,218000.0,218000.0,30588.0
2023-01-17,219100.0,219800.0,215400.0,215700.0,215700.0,38445.0
2023-01-18,217000.0,219500.0,214400.0,216500.0,216500.0,30796.0
2023-01-19,216100.0,216600.0,211800.0,212800.0,212800.0,35542.0
2023-01-20,212000.0,215000.0,211400.0,214900.0,214900.0,20850.0
2023-01-25,219000.0,221500.0,216000.0,221500.0,221500.0,176901.0
2023-01-26,224000.0,238500.0,223000.0,236500.0,236500.0,134436.0
2023-01-27,240000.0,241000.0,233500.0,234000.0,234000.0,55729.0
2023-01-30,238500.0,239500.0,233500.0,237500.0,237500.0,62181.0
2023-01-31,237500.0,239500.0,234000.0,238000.0,238000.0,46496.0
2023-02-01,240000.0,246000.0,237000.0,243500.0,243500.0,71060.0
2023-02-02,247000.0,250000.0,243000.0,246000.0,246000.0,54296.0
2023-02-03,247500.0,247500.0,239000.0,241500.0,241500.0,40950.0
2023-02-06,239500.0,246000.0,237000.0,245500.0,245500.0,59061.0
2023-02-07,246000.0,251500.0,244000.0,247500.0,247500.0,68659.0
2023-02-08,250000.0,250000.0,240000.0,246000.0,246000.0,63926.0
2023-02-09,243500.0,257000.0,243000.0,257000.0,257000.0,135300.0
2023-02-10,258000.0,259000.0,248500.0,250500.0,250500.0,72835.0
2023-02-13,250500.0,251500.0,243000.0,245500.0,245500.0,51619.0
2023-02-14,247000.0,248500.0,242000.0,246500.0,246500.0,39699.0
2023-02-15,251000.0,258000.0,248000.0,249500.0,249500.0,132884.0
2023-02-16,253500.0,258500.0,250000.0,257000.0,257000.0,85831.0
2023-02-17,253500.0,261000.0,245000.0,247000.0,247000.0,90318.0
2023-02-20,250000.0,250000.0,242000.0,245500.0,245500.0,55559.0
2023-02-21,248000.0,260000.0,244000.0,259500.0,259500.0,128840.0
2023-02-22,254000.0,257500.0,237000.0,241000.0,241000.0,172084.0
2023-02-23,244000.0,244000.0,228000.0,233500.0,233500.0,119480.0
2023-02-24,234000.0,240500.0,233500.0,235500.0,235500.0,69426.0
2023-02-27,230500.0,236000.0,228000.0,234000.0,234000.0,61029.0
2023-02-28,236500.0,256500.0,236500.0,252000.0,252000.0,235938.0
2023-03-02,251000.0,254000.0,243000.0,244000.0,244000.0,135603.0
2023-03-03,252000.0,277000.0,251000.0,266000.0,266000.0,568315.0
2023-03-06,275000.0,276000.0,262500.0,266000.0,266000.0,259464.0
2023-03-07,267000.0,270000.0,254000.0,264000.0,264000.0,226906.0
2023-03-08,258000.0,270000.0,255500.0,262000.0,262000.0,149050.0
2023-03-09,260000.0,260500.0,237500.0,240000.0,240000.0,257714.0
2023-03-10,234500.0,239500.0,232500.0,235500.0,235500.0,119937.0
2023-03-13,235000.0,249500.0,234500.0,249500.0,249500.0,146480.0
2023-03-14,244000.0,244000.0,228000.0,230500.0,230500.0,241322.0
2023-03-15,236500.0,237000.0,220500.0,226500.0,226500.0,208964.0
2023-03-16,227000.0,233500.0,221500.0,230000.0,230000.0,144254.0
2023-03-17,236500.0,237000.0,223500.0,224500.0,224500.0,134990.0
2023-03-20,221500.0,228500.0,218000.0,224500.0,224500.0,99053.0
2023-03-21,229000.0,229000.0,223000.0,224500.0,224500.0,104083.0
2023-03-22,228500.0,233500.0,226000.0,228500.0,228500.0,143545.0
2023-03-23,225000.0,236500.0,224500.0,230000.0,230000.0,203053.0
2023-03-24,233000.0,233000.0,223000.0,227500.0,227500.0,132990.0
2023-03-27,233500.0,255500.0,233500.0,245500.0,245500.0,458064.0
2023-03-28,249500.0,250500.0,236000.0,241500.0,241500.0,173756.0
2023-03-29,240500.0,253500.0,237000.0,250000.0,250000.0,233255.0
2023-03-30,255500.0,260000.0,245000.0,247000.0,247000.0,316304.0
2023-03-31,247000.0,258000.0,243000.0,250000.0,250000.0,171241.0
2023-04-03,257500.0,260500.0,250000.0,253000.0,253000.0,267309.0
2023-04-04,253000.0,270000.0,248500.0,250000.0,250000.0,351034.0
2023-04-05,252500.0,254000.0,245500.0,253000.0,253000.0,140032.0
2023-04-06,249500.0,258000.0,247500.0,253500.0,253500.0,133855.0
2023-04-07,257000.0,282500.0,253000.0,278500.0,278500.0,524644.0
2023-04-10,278500.0,299500.0,274500.0,281500.0,281500.0,624673.0
2023-04-11,290500.0,292000.0,269000.0,281500.0,281500.0,329102.0
2023-04-12,279500.0,283000.0,264000.0,264000.0,264000.0,289994.0
