Date,Open,High,Low,Close,Adj Close,Volume
2022-12-08,61700.0,62400.0,61200.0,61300.0,61300.0,42337.0
2022-12-09,61600.0,61800.0,57500.0,57600.0,57600.0,167277.0
2022-12-12,57400.0,58400.0,56200.0,56200.0,56200.0,89075.0
2022-12-13,56300.0,57100.0,55300.0,55600.0,55600.0,66688.0
2022-12-14,55700.0,57300.0,55700.0,57300.0,57300.0,41733.0
2022-12-15,56900.0,57900.0,56400.0,57000.0,57000.0,32101.0
2022-12-16,56400.0,57600.0,55800.0,57200.0,57200.0,36164.0
2022-12-19,56800.0,57700.0,56500.0,56600.0,56600.0,16754.0
2022-12-20,56200.0,56700.0,55100.0,55100.0,55100.0,36065.0
2022-12-21,55300.0,56200.0,54900.0,54900.0,54900.0,30892.0
2022-12-22,55200.0,55700.0,54800.0,55000.0,55000.0,35899.0
2022-12-23,54600.0,54600.0,52000.0,52000.0,52000.0,73129.0
2022-12-26,52100.0,52600.0,51700.0,52400.0,52400.0,33958.0
2022-12-27,52500.0,54800.0,52400.0,54200.0,54200.0,46895.0
2022-12-28,53400.0,53700.0,50100.0,50300.0,50300.0,103862.0
2022-12-29,50300.0,50900.0,49200.0,49700.0,49700.0,54972.0
2023-01-02,49700.0,51500.0,49000.0,49000.0,49000.0,41803.0
2023-01-03,49000.0,49650.0,47500.0,49100.0,49100.0,37698.0
2023-01-04,48400.0,49650.0,47350.0,49350.0,49350.0,44801.0
2023-01-05,49650.0,49800.0,48000.0,48250.0,48250.0,40594.0
2023-01-06,47600.0,49850.0,47600.0,49700.0,49700.0,40487.0
2023-01-09,50400.0,51400.0,50200.0,51100.0,51100.0,24403.0
2023-01-10,51500.0,52200.0,50200.0,50200.0,50200.0,44375.0
2023-01-11,50800.0,52400.0,50300.0,52300.0,52300.0,40249.0
2023-01-12,52600.0,53000.0,51500.0,52500.0,52500.0,30147.0
2023-01-13,52800.0,53300.0,52000.0,52400.0,52400.0,26849.0
2023-01-16,52700.0,52800.0,52000.0,52100.0,52100.0,18293.0
2023-01-17,52100.0,52400.0,50900.0,51000.0,51000.0,26919.0
2023-01-18,51600.0,51900.0,50800.0,51800.0,51800.0,21071.0
2023-01-19,51100.0,51800.0,50700.0,51300.0,51300.0,17873.0
2023-01-20,51400.0,51800.0,50800.0,51300.0,51300.0,13336.0
2023-01-25,52000.0,52500.0,51500.0,51900.0,51900.0,80073.0
2023-01-26,52500.0,54000.0,51800.0,53600.0,53600.0,51328.0
2023-01-27,54200.0,54200.0,52700.0,52800.0,52800.0,43893.0
2023-01-30,53200.0,54800.0,52700.0,52700.0,52700.0,22001.0
2023-01-31,52800.0,53600.0,52200.0,53200.0,53200.0,32048.0
2023-02-01,53300.0,54300.0,53200.0,53600.0,53600.0,35545.0
2023-02-02,54200.0,54800.0,53500.0,54000.0,54000.0,31521.0
2023-02-03,54300.0,54300.0,53100.0,53700.0,53700.0,31086.0
2023-02-06,53800.0,54500.0,53200.0,53600.0,53600.0,35605.0
2023-02-07,54000.0,57300.0,53300.0,55800.0,55800.0,89366.0
2023-02-08,56100.0,56400.0,54800.0,55000.0,55000.0,43664.0
2023-02-09,54500.0,56500.0,54500.0,55900.0,55900.0,45617.0
2023-02-10,55900.0,55900.0,54700.0,54800.0,54800.0,41891.0
2023-02-13,54300.0,54900.0,53700.0,53800.0,53800.0,25702.0
2023-02-14,54100.0,56800.0,53500.0,55300.0,55300.0,44014.0
2023-02-15,55100.0,56000.0,52900.0,53000.0,53000.0,56004.0
2023-02-16,53600.0,56200.0,53300.0,56200.0,56200.0,90631.0
2023-02-17,55200.0,58800.0,54900.0,56700.0,56700.0,131789.0
2023-02-20,57000.0,57000.0,54600.0,55600.0,55600.0,56168.0
2023-02-21,55700.0,57700.0,55200.0,57500.0,57500.0,90280.0
2023-02-22,56200.0,56500.0,54500.0,54500.0,54500.0,81742.0
2023-02-23,55100.0,55100.0,51800.0,53700.0,53700.0,61173.0
2023-02-24,53700.0,54000.0,52800.0,52900.0,52900.0,33783.0
2023-02-27,52900.0,53000.0,51500.0,52200.0,52200.0,33697.0
