Date,Open,High,Low,Close,Adj Close,Volume
2022-10-27,46200.0,47150.0,46050.0,47150.0,46128.703125,8929.0
2022-10-28,46800.0,47400.0,46600.0,46650.0,45639.53125,7430.0
2022-10-31,46850.0,47300.0,46450.0,47100.0,46079.78515625,5074.0
2022-11-01,47100.0,47650.0,46600.0,47450.0,46422.203125,7663.0
2022-11-02,46800.0,47550.0,46750.0,47350.0,46324.37109375,12438.0
2022-11-03,47050.0,47450.0,46800.0,47050.0,46030.8671875,6698.0
2022-11-04,47100.0,47750.0,46700.0,47650.0,46617.87109375,22721.0
2022-11-07,47650.0,50000.0,47650.0,49300.0,48232.1328125,36848.0
2022-11-08,50200.0,51600.0,49400.0,51500.0,50384.4765625,33002.0
2022-11-09,51500.0,51800.0,51000.0,51000.0,49895.30859375,22910.0
2022-11-10,51000.0,51900.0,50000.0,51700.0,50580.14453125,16413.0
2022-11-11,52300.0,53600.0,52300.0,53400.0,52243.32421875,27286.0
2022-11-14,53000.0,53200.0,52000.0,52100.0,50971.48046875,13660.0
2022-11-15,52200.0,54700.0,52100.0,53700.0,52536.82421875,16821.0
2022-11-16,53800.0,54400.0,53200.0,53400.0,52243.32421875,12825.0
2022-11-17,53400.0,54900.0,51500.0,51700.0,50580.14453125,22685.0
2022-11-18,52100.0,52900.0,51300.0,51800.0,50677.98046875,10258.0
2022-11-21,51800.0,52500.0,51700.0,51900.0,50775.8125,9380.0
2022-11-22,51900.0,53900.0,51800.0,53100.0,51949.8203125,9347.0
2022-11-23,53300.0,54100.0,52200.0,53400.0,52243.32421875,14162.0
2022-11-24,54200.0,54600.0,53400.0,54000.0,52830.328125,9597.0
2022-11-25,54600.0,54600.0,53600.0,54200.0,53025.9921875,7819.0
2022-11-28,53600.0,53600.0,51200.0,51300.0,50188.80859375,16678.0
2022-11-29,50600.0,51000.0,49300.0,49950.0,48868.05078125,30384.0
2022-11-30,49950.0,50200.0,49350.0,49350.0,48281.046875,85837.0
2022-12-01,49900.0,51700.0,49900.0,51400.0,50286.64453125,17498.0
2022-12-02,51000.0,51400.0,50400.0,51000.0,49895.30859375,10814.0
2022-12-05,51000.0,51700.0,50600.0,51300.0,50188.80859375,6651.0
2022-12-06,51100.0,51100.0,50300.0,50800.0,49699.640625,5503.0
2022-12-07,50300.0,51100.0,49950.0,50600.0,49503.97265625,8491.0
2022-12-08,50600.0,51300.0,49600.0,49600.0,48525.6328125,25163.0
2022-12-09,50300.0,51400.0,49900.0,51400.0,50286.64453125,8915.0
2022-12-12,51200.0,51300.0,50300.0,50600.0,49503.97265625,4578.0
2022-12-13,50800.0,50900.0,50300.0,50700.0,49601.8046875,2032.0
