Date,Open,High,Low,Close,Adj Close,Volume
2022-10-27,4630.0,4645.0,4480.0,4510.0,4510.0,1037720.0
2022-10-28,4455.0,4465.0,4205.0,4235.0,4235.0,1402713.0
2022-10-31,4285.0,4355.0,4260.0,4315.0,4315.0,518396.0
2022-11-01,4300.0,4370.0,4275.0,4340.0,4340.0,345713.0
2022-11-02,4300.0,4330.0,4235.0,4255.0,4255.0,530777.0
2022-11-03,4150.0,4185.0,4060.0,4155.0,4155.0,529210.0
2022-11-04,4135.0,4140.0,4065.0,4120.0,4120.0,500999.0
2022-11-07,4160.0,4235.0,4150.0,4225.0,4225.0,541597.0
2022-11-08,4255.0,4415.0,4250.0,4410.0,4410.0,1101526.0
2022-11-09,4455.0,4535.0,4405.0,4435.0,4435.0,842322.0
2022-11-10,4340.0,4405.0,4320.0,4345.0,4345.0,435381.0
2022-11-11,4615.0,4630.0,4510.0,4580.0,4580.0,1139513.0
2022-11-14,4605.0,4625.0,4505.0,4535.0,4535.0,607401.0
2022-11-15,4530.0,4765.0,4530.0,4755.0,4755.0,972473.0
2022-11-16,4850.0,4850.0,4735.0,4775.0,4775.0,949156.0
2022-11-17,4690.0,4700.0,4630.0,4695.0,4695.0,619448.0
2022-11-18,4700.0,4815.0,4620.0,4635.0,4635.0,651836.0
2022-11-21,4635.0,4635.0,4490.0,4500.0,4500.0,424713.0
2022-11-22,4410.0,4500.0,4405.0,4415.0,4415.0,337145.0
2022-11-23,4450.0,4525.0,4450.0,4470.0,4470.0,297796.0
2022-11-24,4490.0,4615.0,4485.0,4600.0,4600.0,311705.0
2022-11-25,4600.0,4605.0,4515.0,4520.0,4520.0,193242.0
2022-11-28,4510.0,4510.0,4355.0,4365.0,4365.0,345789.0
2022-11-29,4345.0,4515.0,4325.0,4500.0,4500.0,276229.0
2022-11-30,4450.0,4495.0,4415.0,4490.0,4490.0,267696.0
2022-12-01,4600.0,4640.0,4500.0,4540.0,4540.0,475236.0
2022-12-02,4510.0,4520.0,4435.0,4455.0,4455.0,259669.0
2022-12-05,4435.0,4565.0,4435.0,4555.0,4555.0,328185.0
2022-12-06,4530.0,4530.0,4450.0,4465.0,4465.0,217221.0
2022-12-07,4425.0,4475.0,4355.0,4380.0,4380.0,383348.0
2022-12-08,4385.0,4420.0,4300.0,4300.0,4300.0,626267.0
2022-12-09,4370.0,4460.0,4350.0,4430.0,4430.0,479458.0
2022-12-12,4370.0,4395.0,4320.0,4340.0,4340.0,345295.0
2022-12-13,4370.0,4415.0,4340.0,4345.0,4345.0,203985.0
2022-12-14,4385.0,4580.0,4370.0,4575.0,4575.0,654620.0
2022-12-15,4520.0,4575.0,4440.0,4440.0,4440.0,302488.0
2022-12-16,4350.0,4385.0,4335.0,4340.0,4340.0,363459.0
2022-12-19,4300.0,4400.0,4265.0,4375.0,4375.0,215616.0
2022-12-20,4335.0,4410.0,4280.0,4285.0,4285.0,348144.0
2022-12-21,4345.0,4355.0,4230.0,4240.0,4240.0,338878.0
2022-12-22,4295.0,4325.0,4260.0,4325.0,4325.0,328813.0
2022-12-23,4250.0,4260.0,4135.0,4140.0,4140.0,469731.0
2022-12-26,4180.0,4215.0,4060.0,4210.0,4210.0,409415.0
2022-12-27,4190.0,4275.0,4180.0,4255.0,4255.0,416704.0
2022-12-28,4205.0,4205.0,4015.0,4015.0,4015.0,995763.0
2022-12-29,4000.0,4005.0,3840.0,3845.0,3845.0,718603.0
2023-01-02,3855.0,3950.0,3750.0,3750.0,3750.0,481984.0
2023-01-03,3710.0,3890.0,3680.0,3860.0,3860.0,632432.0
2023-01-04,3825.0,4120.0,3825.0,4040.0,4040.0,1241895.0
2023-01-05,4060.0,4060.0,3985.0,4020.0,4020.0,430590.0
2023-01-06,3970.0,4180.0,3970.0,4140.0,4140.0,617776.0
2023-01-09,4205.0,4260.0,4170.0,4235.0,4235.0,519649.0
2023-01-10,4205.0,4270.0,4175.0,4200.0,4200.0,402154.0
2023-01-11,4225.0,4310.0,4225.0,4250.0,4250.0,397611.0
2023-01-12,4320.0,4320.0,4180.0,4280.0,4280.0,348702.0
2023-01-13,4290.0,4310.0,4200.0,4225.0,4225.0,310483.0
2023-01-16,4225.0,4285.0,4220.0,4245.0,4245.0,270586.0
2023-01-17,4250.0,4260.0,4155.0,4160.0,4160.0,312510.0
2023-01-18,4160.0,4200.0,4125.0,4200.0,4200.0,321230.0
2023-01-19,4135.0,4215.0,4125.0,4195.0,4195.0,236991.0
2023-01-20,4200.0,4260.0,4145.0,4190.0,4190.0,335388.0
2023-01-25,4290.0,4350.0,4275.0,4315.0,4315.0,1735410.0
2023-01-26,4315.0,4345.0,4270.0,4325.0,4325.0,366767.0
2023-01-27,4330.0,4370.0,4295.0,4315.0,4315.0,423860.0
2023-01-30,4315.0,4350.0,4255.0,4285.0,4285.0,312872.0
2023-01-31,4275.0,4360.0,4230.0,4300.0,4300.0,468546.0
2023-02-01,4310.0,4385.0,4300.0,4315.0,4315.0,404043.0
2023-02-02,4395.0,4490.0,4380.0,4470.0,4470.0,1093213.0
2023-02-03,4480.0,4490.0,4430.0,4445.0,4445.0,516407.0
2023-02-06,4415.0,4415.0,4335.0,4365.0,4365.0,435856.0
2023-02-07,4350.0,4515.0,4350.0,4495.0,4495.0,641931.0
2023-02-08,4535.0,4600.0,4500.0,4600.0,4600.0,805932.0
2023-02-09,4575.0,4650.0,4520.0,4620.0,4620.0,596661.0
2023-02-10,4595.0,4595.0,4480.0,4500.0,4500.0,608531.0
2023-02-13,4485.0,4490.0,4375.0,4455.0,4455.0,415676.0
2023-02-14,4440.0,4830.0,4440.0,4680.0,4680.0,5926888.0
2023-02-15,4725.0,4780.0,4600.0,4610.0,4610.0,2376427.0
2023-02-16,4655.0,4680.0,4595.0,4615.0,4615.0,1666836.0
2023-02-17,4595.0,4595.0,4455.0,4475.0,4475.0,1029437.0
