Date,Open,High,Low,Close,Adj Close,Volume
2022-10-27,5640.0,6020.0,5610.0,5940.0,5940.0,1007687.0
2022-10-28,5920.0,5970.0,5620.0,5730.0,5730.0,696713.0
2022-10-31,5790.0,5880.0,5740.0,5830.0,5830.0,442356.0
2022-11-01,5840.0,5930.0,5710.0,5870.0,5870.0,493189.0
2022-11-02,5870.0,5870.0,5590.0,5630.0,5630.0,633477.0
2022-11-03,5430.0,5640.0,5410.0,5540.0,5540.0,455482.0
2022-11-04,5550.0,5600.0,5380.0,5470.0,5470.0,467729.0
2022-11-07,5550.0,5680.0,5420.0,5500.0,5500.0,356129.0
2022-11-08,5590.0,5590.0,5370.0,5540.0,5540.0,562345.0
2022-11-09,5530.0,5680.0,5470.0,5580.0,5580.0,726071.0
2022-11-10,5500.0,5540.0,5290.0,5340.0,5340.0,1325312.0
2022-11-11,5560.0,5670.0,5320.0,5320.0,5320.0,4141388.0
2022-11-14,5370.0,5380.0,4900.0,4965.0,4965.0,2723722.0
2022-11-15,4965.0,5050.0,4870.0,5000.0,5000.0,1356365.0
2022-11-16,5020.0,5060.0,4910.0,5020.0,5020.0,994452.0
2022-11-17,4985.0,5020.0,4895.0,4900.0,4900.0,666876.0
2022-11-18,4885.0,4960.0,4730.0,4760.0,4760.0,1114140.0
2022-11-21,4750.0,4850.0,4650.0,4800.0,4800.0,776737.0
2022-11-22,4805.0,4865.0,4770.0,4780.0,4780.0,327944.0
2022-11-23,4795.0,4855.0,4785.0,4790.0,4790.0,325088.0
2022-11-24,4835.0,5060.0,4810.0,5050.0,5050.0,1179971.0
2022-11-25,5050.0,5140.0,4975.0,5080.0,5080.0,567143.0
2022-11-28,5080.0,5080.0,4920.0,4920.0,4920.0,425401.0
2022-11-29,4885.0,4955.0,4855.0,4940.0,4940.0,185685.0
2022-11-30,4900.0,4970.0,4880.0,4965.0,4965.0,227211.0
2022-12-01,5010.0,5080.0,4955.0,4980.0,4980.0,399650.0
2022-12-02,4945.0,5000.0,4905.0,4905.0,4905.0,249483.0
2022-12-05,4895.0,4980.0,4870.0,4880.0,4880.0,224281.0
2022-12-06,4850.0,4860.0,4775.0,4815.0,4815.0,254733.0
2022-12-07,4720.0,4950.0,4700.0,4830.0,4830.0,469158.0
2022-12-08,4830.0,4905.0,4710.0,4730.0,4730.0,183324.0
2022-12-09,4795.0,4885.0,4725.0,4760.0,4760.0,195941.0
2022-12-12,4685.0,4800.0,4685.0,4705.0,4705.0,224510.0
2022-12-13,4750.0,4795.0,4685.0,4710.0,4710.0,225921.0
2022-12-14,4735.0,4870.0,4715.0,4840.0,4840.0,318087.0
2022-12-15,4815.0,4950.0,4785.0,4915.0,4915.0,365889.0
2022-12-16,4820.0,4895.0,4805.0,4870.0,4870.0,180656.0
2022-12-19,4855.0,4905.0,4745.0,4850.0,4850.0,167921.0
2022-12-20,4810.0,4865.0,4675.0,4715.0,4715.0,249895.0
2022-12-21,4700.0,4795.0,4655.0,4700.0,4700.0,297593.0
2022-12-22,4765.0,4830.0,4695.0,4720.0,4720.0,161889.0
2022-12-23,4600.0,4650.0,4545.0,4565.0,4565.0,383006.0
2022-12-26,4500.0,4585.0,4460.0,4500.0,4500.0,576984.0
2022-12-27,4500.0,4630.0,4500.0,4630.0,4630.0,336917.0
2022-12-28,4630.0,4645.0,4520.0,4535.0,4535.0,263399.0
2022-12-29,4530.0,4550.0,4370.0,4370.0,4370.0,555305.0
2023-01-02,4370.0,4460.0,4305.0,4310.0,4310.0,384232.0
2023-01-03,4300.0,4395.0,4180.0,4395.0,4395.0,386186.0
2023-01-04,4330.0,4690.0,4330.0,4665.0,4665.0,574424.0
2023-01-05,4700.0,4725.0,4600.0,4625.0,4625.0,320099.0
2023-01-06,4600.0,4840.0,4595.0,4715.0,4715.0,351787.0
2023-01-09,4800.0,4860.0,4765.0,4840.0,4840.0,334514.0
2023-01-10,4840.0,4950.0,4815.0,4820.0,4820.0,304495.0
2023-01-11,4825.0,5030.0,4825.0,5020.0,5020.0,669407.0
2023-01-12,5070.0,5110.0,4995.0,5070.0,5070.0,632789.0
2023-01-13,5120.0,5120.0,4990.0,5010.0,5010.0,294772.0
2023-01-16,5020.0,5050.0,4985.0,5000.0,5000.0,213115.0
2023-01-17,5130.0,5180.0,5050.0,5050.0,5050.0,753334.0
2023-01-18,5050.0,5200.0,4910.0,5070.0,5070.0,527863.0
2023-01-19,5050.0,5140.0,5000.0,5060.0,5060.0,340473.0
2023-01-20,5050.0,5060.0,4955.0,5050.0,5050.0,290821.0
2023-01-25,5100.0,5180.0,5000.0,5180.0,5180.0,1879353.0
2023-01-26,5260.0,5870.0,5210.0,5410.0,5410.0,11578110.0
2023-01-27,5370.0,5560.0,5240.0,5440.0,5440.0,1531675.0
2023-01-30,5470.0,5520.0,5260.0,5310.0,5310.0,531721.0
2023-01-31,5290.0,5400.0,5220.0,5370.0,5370.0,517767.0
2023-02-01,5400.0,5470.0,5330.0,5370.0,5370.0,501678.0
2023-02-02,5440.0,5640.0,5430.0,5600.0,5600.0,1041846.0
2023-02-03,5640.0,5950.0,5490.0,5830.0,5830.0,2350605.0
2023-02-06,5880.0,6070.0,5760.0,5870.0,5870.0,2044996.0
2023-02-07,5910.0,5910.0,5660.0,5690.0,5690.0,1054797.0
2023-02-08,5750.0,5860.0,5710.0,5820.0,5820.0,609930.0
2023-02-09,5780.0,5990.0,5730.0,5920.0,5920.0,748133.0
2023-02-10,5910.0,5910.0,5680.0,5760.0,5760.0,615732.0
2023-02-13,5730.0,5770.0,5580.0,5650.0,5650.0,747631.0
2023-02-14,5700.0,5780.0,5150.0,5670.0,5670.0,838893.0
2023-02-15,5700.0,5900.0,5620.0,5700.0,5700.0,682191.0
2023-02-16,5730.0,5950.0,5690.0,5850.0,5850.0,640547.0
2023-02-17,5780.0,6100.0,5760.0,5950.0,5950.0,1148416.0
2023-02-20,6000.0,6000.0,5810.0,5910.0,5910.0,543804.0
2023-02-21,5880.0,5910.0,5650.0,5780.0,5780.0,855308.0
2023-02-22,5650.0,5820.0,5590.0,5720.0,5720.0,566956.0
2023-02-23,5810.0,5980.0,5790.0,5960.0,5960.0,998882.0
2023-02-24,6020.0,6440.0,5930.0,6270.0,6270.0,2695926.0
2023-02-27,6200.0,6230.0,6030.0,6140.0,6140.0,800743.0
2023-02-28,6200.0,6440.0,6130.0,6390.0,6390.0,940870.0
2023-03-02,6390.0,6390.0,6220.0,6260.0,6260.0,687466.0
2023-03-03,6260.0,6380.0,6090.0,6370.0,6370.0,780575.0
2023-03-06,6370.0,6440.0,6260.0,6360.0,6360.0,503493.0
2023-03-07,6340.0,6420.0,6210.0,6360.0,6360.0,580439.0
2023-03-08,6300.0,6300.0,6080.0,6190.0,6190.0,625289.0
2023-03-09,6280.0,6590.0,6230.0,6420.0,6420.0,1453106.0
2023-03-10,6330.0,6490.0,6090.0,6140.0,6140.0,950595.0
2023-03-13,6000.0,6370.0,5980.0,6220.0,6220.0,1007560.0
2023-03-14,6200.0,6270.0,5960.0,6140.0,6140.0,1071071.0
2023-03-15,6260.0,6820.0,6240.0,6680.0,6680.0,2794810.0
