티커,BPS,PER,PBR,EPS,DIV,DPS
328380,628,0.0,2.51,0,0.0,0
086980,2165,0.0,1.33,0,0.0,0
050960,11972,27.62,0.85,369,1.23,125
084180,614,0.0,1.03,0,0.0,0
253840,8641,3.64,0.71,1686,2.45,150
298830,0,0.0,0.0,0,0.0,0
236200,26171,7.97,0.78,2560,0.0,0
094840,18518,4.73,0.34,1337,0.0,0
192440,70159,5.84,0.46,5476,1.75,560
424960,695,0.0,17.41,0,0.0,0
136510,0,0.0,0.0,0,0.0,0
099440,2445,12.42,1.66,326,0.0,0
033790,1399,9.69,0.71,103,0.0,0
276040,2061,0.0,3.15,0,0.0,0
159910,78,0.0,1.22,0,0.0,0
115570,9870,4.08,0.34,830,0.0,0
330730,4951,9.08,0.76,412,10.7,400
253450,21982,31.35,2.4,1684,0.0,0
408900,4847,53.0,4.01,367,0.0,0
204630,843,0.0,0.57,0,0.0,0
013810,3154,67.88,1.12,52,0.0,0
203690,1090,0.0,6.95,0,0.0,0
049830,24634,42.39,0.38,222,0.9,85
020710,6517,15.67,0.87,363,0.35,20
033170,1532,12.52,0.72,88,0.0,0
048870,1692,14.42,1.7,199,0.0,0
025320,1373,35.18,2.92,114,0.0,0
269620,337,0.0,2.64,0,0.0,0
429270,3305,0.0,3.87,0,0.0,0
418250,1030,0.0,11.47,0,0.0,0
131090,1018,8.69,1.01,118,2.44,25
232830,852,16.61,4.54,233,0.0,0
139050,5010,0.0,1.32,0,0.0,0
290520,3913,0.0,0.97,0,0.0,0
001000,634,0.0,2.67,0,0.0,0
025870,4420,27.39,1.76,284,0.0,0
215600,768,0.0,5.82,0,0.0,0
065350,6076,55.82,5.76,627,0.34,120
416180,5203,19.34,4.93,1326,0.0,0
162300,1580,17.79,1.84,163,0.0,0
290560,0,0.0,0.0,0,0.0,0
002800,3935,21.65,1.6,291,0.79,50
419270,0,0.0,0.0,0,0.0,0
430220,0,0.0,0.0,0,0.0,0
445970,0,0.0,0.0,0,0.0,0
017000,8382,8.99,0.43,397,0.0,0
012790,10676,6.4,0.63,1053,1.48,100
138070,4467,10.78,0.62,255,3.64,100
226330,2327,0.0,4.85,0,0.0,0
418210,0,0.0,0.0,0,0.0,0
452980,0,0.0,0.0,0,0.0,0
393360,0,0.0,0.0,0,0.0,0
405640,0,0.0,0.0,0,0.0,0
056700,3184,0.0,0.7,0,0.0,0
187270,6216,9.05,0.74,505,0.0,0
243840,39654,16.05,1.0,2468,0.83,330
257720,1602,42.9,4.98,186,0.0,0
222800,19171,4.67,1.88,7719,1.39,500
036710,4971,3.66,0.52,711,1.92,50
160980,14805,19.89,1.02,761,1.98,300
356890,6049,21.09,1.53,440,0.86,80
217330,318,0.0,38.05,0,0.0,0
010280,891,4.16,0.88,188,0.0,0
208640,247,0.0,1.47,0,0.0,0
222420,870,0.0,1.77,0,0.0,0
037760,2867,5.63,0.53,272,3.27,50
099320,13307,0.0,2.05,0,0.29,80
049960,15794,9.47,0.72,1201,3.96,450
050890,3761,12.08,1.57,490,0.84,50
066790,485,224.38,7.4,16,0.0,0
222080,2221,51.53,4.41,190,0.0,0
352480,13422,34.02,4.17,1646,0.0,0
264660,11308,5.99,1.09,2062,4.05,500
352700,6156,5.09,0.58,698,7.32,260
297090,3227,0.0,2.97,0,0.0,0
359090,664,16.1,1.77,73,0.0,0
115530,171,16.69,2.54,26,0.0,0
115480,1279,4.28,0.68,202,0.0,0
340810,483,0.0,16.98,0,0.0,0
376290,5729,14.86,0.56,216,1.99,64
189330,3439,0.0,3.37,0,0.0,0
096530,23037,5.62,0.87,3586,3.97,800
101240,7236,7.74,0.64,601,3.87,180
060590,4014,33.18,2.34,283,0.0,0
260930,8171,0.0,0.64,0,0.96,50
052300,1688,0.0,0.19,0,0.0,0
013990,4909,11.57,0.74,316,0.0,0
123860,3276,0.0,7.65,0,0.0,0
025980,5866,19.14,1.17,360,0.0,0
058220,0,0.0,0.0,0,0.0,0
125210,3388,17.77,3.63,692,0.0,0
357580,3359,0.0,3.39,0,0.0,0
052710,12114,0.0,0.61,0,0.0,0
074430,585,0.0,2.07,0,0.0,0
092040,6227,0.0,2.07,0,0.0,0
083930,12644,11.05,1.19,1358,2.0,300
149950,9873,0.0,1.39,0,0.0,0
036010,8801,21.88,1.75,704,0.45,70
050860,5722,4.26,0.41,553,2.12,50
136410,5213,9.6,1.2,653,0.0,0
246720,561,0.0,13.51,0,0.0,0
067390,4654,0.0,0.38,0,0.0,0
159010,4102,14.07,2.33,680,0.0,0
127710,5445,2.61,0.25,529,0.0,0
154030,2227,0.0,1.33,0,0.0,0
227610,454,0.0,4.11,0,0.0,0
143160,18950,18.35,1.14,1177,1.62,350
054800,27120,2.52,0.42,4473,2.22,250
332370,3813,4.36,0.89,778,4.42,150
339950,866,290.0,2.01,6,0.0,0
099190,10416,43.03,2.43,588,1.38,350
289010,5381,57.23,0.69,65,0.0,0
214430,11332,32.49,2.55,891,0.69,200
040910,9698,0.0,0.79,0,1.31,100
368600,3773,0.0,1.24,0,0.0,0
052860,2537,42.5,0.94,56,0.0,0
069920,2228,0.0,1.62,0,0.0,0
038880,331,0.0,1.24,0,0.0,0
307180,666,35.24,4.44,84,0.0,0
101390,5003,0.0,1.35,0,0.0,0
451220,1213,0.0,18.92,0,0.0,0
078860,981,0.0,0.18,0,0.0,0
090150,1907,0.0,0.63,0,2.91,35
123010,1752,0.0,0.91,0,0.0,0
031310,7926,0.0,0.37,0,0.0,0
185490,3107,0.0,1.01,0,0.0,0
059100,4978,11.21,1.04,463,0.0,0
262840,4623,17.93,1.18,305,1.83,100
175250,2400,0.0,0.8,0,0.0,0
052460,2772,90.24,1.37,42,0.0,0
119830,7113,7.08,1.16,1162,0.0,0
052770,205,0.0,7.76,0,0.0,0
124500,2681,41.53,1.32,85,0.0,0
372800,4075,0.0,1.62,0,0.0,0
084850,9379,0.0,2.23,0,0.0,0
114840,5905,26.71,4.11,908,0.26,63
027360,2064,127.06,1.05,17,0.93,20
032080,5240,0.0,0.31,0,1.24,20
013310,6314,4.82,0.65,845,0.0,0
059120,4743,48.24,1.79,176,0.88,75
158430,3159,4.42,1.14,812,0.56,20
067160,22106,11.9,2.93,5445,1.13,730
001540,13620,12.53,0.56,604,2.91,220
053800,29416,40.47,2.24,1631,1.67,1100
065660,10974,0.0,1.18,0,0.0,0
297570,903,7.85,1.53,176,0.0,0
260660,5898,11.76,1.07,535,2.07,130
354320,15547,37.54,3.03,1256,0.0,0
361570,2707,256.67,1.42,15,0.0,0
131370,1648,46.91,2.31,81,0.53,20
140670,4542,130.43,2.7,94,0.0,0
096610,2779,0.0,2.37,0,0.0,0
061040,7351,9.93,0.51,378,0.0,0
148250,5838,0.0,0.73,0,0.7,30
347860,1610,0.0,5.17,0,0.0,0
196170,2889,0.0,23.81,0,0.0,0
123750,2128,0.0,1.48,0,0.0,0
085810,1691,0.0,0.73,0,0.0,0
117670,2030,0.0,0.47,0,0.0,0
314140,11145,13.94,0.77,617,0.0,0
291650,1721,0.0,2.08,0,0.0,0
293780,2349,0.0,3.36,0,0.0,0
196300,2391,0.0,5.71,0,0.0,0
310200,1829,28.11,1.88,122,0.0,0
179530,1771,10.71,1.8,297,0.0,0
205500,661,0.0,2.19,0,0.0,0
052790,18774,33.53,0.41,232,0.0,0
290740,6815,0.0,1.04,0,1.41,100
238090,5882,0.0,0.62,0,0.0,0
092600,2261,0.0,0.62,0,0.0,0
129890,5569,0.0,0.96,0,0.0,0
174900,2390,0.0,4.88,0,0.0,0
255440,12322,0.0,0.72,0,0.0,0
030960,13428,0.0,1.12,0,0.33,50
102120,7332,10.23,1.07,770,2.54,200
263540,1039,57.21,5.73,104,0.0,0
238120,4013,23.49,1.9,324,0.0,0
019990,4654,75.0,1.29,80,0.83,50
270660,5106,21.49,2.4,570,0.0,0
038680,4248,0.0,1.07,0,0.0,0
217480,626,0.0,0.56,0,0.0,0
121890,739,0.0,2.73,0,0.0,0
304360,0,0.0,0.0,0,0.0,0
389500,3701,0.0,10.38,0,0.0,0
042110,2468,9.47,0.66,172,2.15,35
298060,1542,0.0,1.51,0,0.0,0
065420,259,0.0,1.2,0,0.0,0
103230,5907,14.94,0.82,323,0.0,0
260970,19241,5.65,0.71,2425,2.19,300
101490,9140,49.82,4.57,838,0.36,150
095910,3518,0.0,0.54,0,0.0,0
275630,4626,14.81,1.01,315,0.0,0
031330,3685,4.49,0.72,590,8.68,230
060540,3834,7.11,0.65,350,2.01,50
351320,1235,69.58,2.03,36,0.64,16
056190,31974,13.17,0.91,2213,2.98,870
080000,3989,11.31,0.63,221,0.0,0
214310,972,0.0,0.31,0,0.0,0
246250,977,11.06,4.66,412,0.0,0
041510,29467,31.18,3.59,3390,1.14,1200
007820,3549,42.6,1.48,123,1.34,70
109610,3719,35.44,1.61,169,0.0,0
031860,688,0.0,0.73,0,0.0,0
306040,13155,3.26,0.74,2974,5.15,500
457940,0,0.0,0.0,0,0.0,0
435870,0,0.0,0.0,0,0.0,0
455910,0,0.0,0.0,0,0.0,0
096630,744,28.21,2.5,66,0.0,0
069510,16586,7.55,0.52,1134,3.5,300
041910,9939,0.0,0.64,0,1.56,100
234300,2506,3.0,1.5,1250,0.0,0
039440,14767,15.41,2.09,1999,0.81,250
098660,2465,21.25,1.14,132,3.92,110
052020,1175,0.0,8.21,0,0.0,0
237690,17951,72.31,3.85,957,0.72,500
050760,4237,0.0,0.46,0,0.0,0
288620,10231,119.84,1.44,123,0.34,50
317830,5715,42.7,1.66,222,0.0,0
058610,9627,33.96,3.18,901,0.65,200
043340,333,130.6,1.96,5,0.0,0
187660,1434,152.17,1.27,12,0.0,0
054630,367,0.0,0.77,0,0.0,0
200710,12572,55.67,1.99,450,0.0,0
096690,908,11.72,0.5,39,0.0,0
298380,1455,247.61,11.4,67,0.0,0
203400,801,0.0,7.79,0,0.0,0
195990,512,0.0,1.06,0,0.0,0
003800,58224,4.77,0.43,5293,5.27,1330
088800,1355,0.0,1.32,0,0.0,0
241840,6302,30.23,2.11,440,0.0,0
312610,3256,0.0,0.93,0,0.0,0
172670,9071,9.54,2.06,1955,0.54,100
072990,10504,11.38,0.85,781,0.0,0
227100,3613,0.0,0.4,0,0.0,0
239610,20353,41.81,0.62,304,0.0,0
462020,0,0.0,0.0,0,0.0,0
148930,5458,28.24,1.17,227,0.0,0
044780,3220,8.02,0.58,233,1.61,30
357230,7005,13.56,1.1,567,1.04,80
071670,8402,21.36,1.22,479,0.0,0
045660,11410,18.77,1.11,673,1.58,200
224110,10573,16.63,1.3,828,0.73,100
021080,3553,4.35,0.73,600,5.75,150
089530,612,0.0,0.98,0,0.0,0
200470,2805,27.95,1.05,105,0.0,0
262260,4153,0.0,3.19,0,0.0,0
109960,5570,0.0,0.15,0,0.0,0
397030,3276,0.0,3.51,0,0.0,0
089970,5529,10.14,2.38,1298,0.0,0
230240,13150,3.83,1.49,5127,0.0,0
230360,5901,8.51,1.7,1182,3.08,310
038870,5888,0.0,0.97,0,0.0,0
097780,4117,0.0,0.26,0,0.0,0
101360,7635,3050.0,2.8,7,0.0,0
128540,3408,0.0,0.82,0,0.0,0
086520,50778,445.14,12.54,1431,0.08,500
247540,13962,79.83,16.47,2881,0.2,450
383310,5677,29.11,10.85,2116,0.97,600
038110,4512,7.04,1.07,686,1.04,50
073540,4923,3.26,0.47,706,0.0,0
064850,4803,9.52,1.33,673,2.81,180
036810,12460,9.43,1.7,2242,0.47,100
173940,3005,0.0,1.98,0,0.0,0
083500,7825,14.05,1.08,603,1.18,100
054940,1853,4.22,0.52,227,0.0,0
043090,1118,0.0,0.52,0,0.0,0
205100,1332,17.38,1.62,124,0.0,0
356680,1081,25.98,5.26,219,0.0,0
070300,3331,21.82,0.79,121,0.0,0
317770,2170,26.69,1.75,142,0.0,0
092870,13912,9.19,0.99,1500,0.73,100
317870,2577,0.0,6.01,0,0.0,0
067570,4693,0.0,0.56,0,4.57,120
236810,2248,0.0,2.35,0,0.0,0
333620,5401,30.21,1.88,337,0.59,60
101400,614,0.0,1.02,0,0.0,0
391060,0,0.0,0.0,0,0.0,0
422040,0,0.0,0.0,0,0.0,0
437780,0,0.0,0.0,0,0.0,0
438580,0,0.0,0.0,0,0.0,0
439410,0,0.0,0.0,0,0.0,0
440820,0,0.0,0.0,0,0.0,0
450410,0,0.0,0.0,0,0.0,0
451700,0,0.0,0.0,0,0.0,0
265740,6412,39.1,1.28,210,0.24,20
354200,2020,0.0,2.58,0,0.0,0
419080,4504,25.95,2.74,476,0.0,0
208860,584,0.0,3.78,0,0.0,0
183490,2394,0.0,0.53,0,0.0,0
182400,2158,0.0,5.74,0,0.0,0
348370,17886,37.0,2.94,1419,0.0,0
058450,282,0.0,1.53,0,0.0,0
069410,5273,409.17,0.93,12,0.0,0
227950,962,73.11,0.68,9,0.0,0
291230,732,0.0,3.64,0,0.0,0
198080,4249,0.0,0.56,0,0.0,0
048830,2343,22.04,0.74,79,1.72,30
096870,2308,9.98,1.27,293,0.0,0
138690,128,0.0,21.33,0,0.0,0
290650,4318,164.25,7.61,200,0.15,50
066970,38454,18.12,3.9,8269,0.33,500
156100,824,0.0,9.82,0,0.0,0
073110,16704,134.55,0.35,44,3.38,200
083310,12896,15.61,1.8,1486,0.43,100
037950,863,17.58,1.89,93,0.0,0
170920,10649,29.64,0.77,275,0.0,0
058630,4868,5.42,1.29,1162,0.0,0
058970,4519,113.32,14.49,578,0.0,0
019590,468,0.0,2.29,0,0.0,0
169330,1639,8.8,1.82,338,5.71,170
373170,1445,21.38,13.29,898,0.0,0
179290,2604,11.56,2.65,598,1.74,120
009780,7565,5.28,0.72,1030,1.1,60
123040,4223,5.22,1.23,997,0.96,50
323230,1058,0.0,1.72,0,0.0,0
032790,1490,0.0,1.12,0,0.0,0
033160,18711,0.0,0.62,0,0.86,100
347890,4346,12.12,1.74,624,3.31,250
033310,3479,22.77,0.85,130,0.0,0
259630,4617,0.0,2.47,0,0.0,0
115960,19945,501.67,0.75,30,0.0,0
060850,5441,9.44,1.54,888,1.67,140
143540,928,0.0,0.92,0,0.0,0
036560,21622,12.29,0.56,985,3.3,400
265560,5326,25.54,2.16,451,0.43,50
036000,5378,0.0,0.32,0,0.0,0
250930,991,0.0,0.73,0,0.0,0
053280,7341,77.89,0.6,57,4.5,200
122640,4673,0.0,2.92,0,0.0,0
045060,6078,6.58,0.48,441,1.72,50
080520,11484,0.0,0.38,0,2.26,100
039830,12653,9.33,0.53,719,1.79,120
322310,6597,0.0,2.72,0,0.0,0
046120,2120,0.0,1.62,0,0.0,0
014940,1862,15.0,1.48,184,1.81,50
065500,1376,0.0,0.9,0,0.0,0
010470,9183,11.94,1.38,1059,2.14,270
417860,34,0.0,686.76,0,0.0,0
352910,2879,0.0,3.16,0,0.0,0
053980,4079,10.45,1.22,478,0.0,0
052420,2857,37.74,0.52,39,0.0,0
241790,9808,8.01,1.22,1488,3.52,420
039200,3334,0.0,5.82,0,0.0,0
226400,2190,87.0,1.99,50,0.0,0
031510,3556,0.0,0.59,0,0.95,20
368970,3707,32.1,1.24,143,0.0,0
138080,14050,0.0,0.87,0,1.63,200
080580,1876,25.56,2.21,162,0.0,0
067170,7464,0.0,0.6,0,2.9,130
353590,2337,0.0,3.39,0,0.0,0
173130,3006,31.05,5.33,516,0.31,50
440320,2536,0.0,2.57,0,0.0,0
049480,2436,13.51,1.06,191,0.58,15
394280,1524,0.0,10.77,0,0.0,0
309930,1323,63.52,3.41,71,0.0,0
244460,357,0.0,7.56,0,0.0,0
226950,4810,0.0,2.94,0,0.0,0
057540,1842,70.42,0.46,12,0.0,0
131030,8207,16.01,0.62,316,1.98,100
082210,1253,0.0,2.32,0,0.0,0
109080,10555,6.83,0.98,1519,1.93,200
380540,841,0.0,1.66,0,0.0,0
153710,1978,0.0,3.57,0,0.0,0
321820,872,0.0,3.21,0,0.0,0
432430,875,0.0,8.0,0,0.0,0
122990,12377,0.0,0.52,0,3.88,250
112290,6681,19.72,1.36,460,1.1,100
232140,3663,10.53,0.93,323,0.0,0
065530,1581,34.31,1.11,51,2.86,50
067900,11038,5.33,0.66,1361,0.69,50
007530,2235,22.67,1.33,131,0.0,0
155650,5904,5.25,0.93,1041,4.57,250
273640,5419,12.05,2.58,1161,2.72,380
251370,7667,0.0,1.4,0,0.0,0
066430,787,30.29,0.92,24,0.0,0
193250,1427,7.14,0.58,115,0.0,0
273060,907,25.51,1.27,45,1.74,20
019210,10943,5.36,0.5,1027,5.45,300
122870,22130,32.93,2.72,1828,0.42,250
332570,1751,0.0,1.53,0,0.0,0
079000,10822,6.5,0.44,738,4.17,200
403490,0,0.0,0.0,0,0.0,0
032820,634,57.17,2.07,23,0.0,0
041190,5124,0.0,0.85,0,0.0,0
115440,6002,0.0,1.18,0,0.0,0
046970,1191,0.0,1.76,0,0.0,0
082850,3829,6.23,0.76,469,0.0,0
215360,9123,0.0,1.59,0,1.04,150
072470,6615,0.0,0.5,0,1.35,45
073560,3660,4.42,0.44,361,3.13,50
037400,5363,5.08,0.28,296,0.0,0
153490,1491,9.62,0.68,105,0.0,0
101170,6520,14.83,0.88,385,1.75,100
066590,1867,0.0,1.25,0,0.0,0
103840,2810,0.0,1.85,0,0.0,0
046940,5745,15.94,0.57,207,0.0,0
215380,2322,0.0,0.87,0,0.0,0
065680,27094,8.98,0.49,1467,2.28,300
018620,1223,41.62,0.99,29,0.0,0
396470,2716,27.1,4.88,489,0.0,0
307280,768,18.38,2.15,90,0.6,10
032940,13943,1.57,0.24,2102,0.0,0
240810,18174,18.45,1.88,1854,0.58,200
074600,14286,12.48,1.79,2048,0.59,150
104830,35324,5.85,0.76,4579,2.99,800
014190,2811,12.47,0.54,121,0.0,0
217820,2913,6590.0,2.26,1,0.0,0
030530,14045,2.43,0.23,1333,0.0,0
012620,33693,3.77,0.27,2410,2.42,220
382840,7400,15.96,2.17,1008,1.24,200
336570,649,61.01,14.85,158,0.0,0
376980,4552,9.31,2.05,1002,0.0,0
008370,7508,5.81,0.57,739,4.66,200
008290,352,0.0,2.07,0,0.0,0
101160,11274,9.61,2.14,2514,0.21,50
064090,273,0.0,6.63,0,0.0,0
336060,569,0.0,2.72,0,0.0,0
095270,4678,0.0,1.11,0,0.0,0
065950,2793,120.42,1.03,24,0.0,0
076080,3066,0.0,1.09,0,0.0,0
043590,950,0.0,0.97,0,0.0,0
196700,2335,0.0,0.89,0,0.0,0
069080,19416,5.72,0.72,2441,2.65,370
053580,7610,12.32,1.38,852,0.0,0
071460,784,0.0,1.52,0,0.0,0
377460,13534,1.28,0.12,1232,0.0,0
044340,12784,68.48,0.74,138,4.23,400
330350,6295,49.47,1.48,188,0.0,0
348350,10908,8.51,0.94,1210,0.97,100
112040,11306,0.0,3.68,0,1.8,750
101730,2328,13.58,4.73,811,0.0,0
123420,20481,0.0,0.44,0,0.0,0
065370,4549,13.83,1.91,629,1.72,150
038620,1247,18.44,0.67,45,0.0,0
299900,1057,0.0,2.6,0,0.0,0
036090,1348,5.08,0.53,142,0.0,0
136540,13734,8.03,0.9,1537,4.05,500
320000,1228,24.01,1.88,96,0.0,0
097800,1278,0.0,1.17,0,0.0,0
192390,5848,6.53,0.66,590,0.0,0
313760,5344,0.0,1.57,0,0.0,0
335870,1659,0.0,0.86,0,0.0,0
036200,6780,11.05,1.09,666,1.36,100
018000,550,0.0,2.08,0,0.0,0
203450,2863,16.99,0.98,166,0.0,0
011320,5828,27.34,0.86,184,0.3,15
086390,6985,0.0,1.64,0,0.0,0
241690,4780,15.2,0.63,198,0.0,0
142210,5002,4.25,0.82,970,2.43,100
048430,10336,106.58,0.78,76,1.23,100
206650,3416,0.0,2.89,0,0.0,0
089850,13918,37.68,1.11,410,0.0,0
084440,260,11.84,5.83,128,0.0,0
032620,2300,62.61,1.93,71,1.35,60
264450,13948,7.25,1.09,2098,2.76,420
078070,14020,13.94,0.88,884,2.03,250
024800,12711,1.12,0.17,1877,0.0,0
054930,36579,5.96,1.0,6108,2.06,750
069330,1544,7.82,1.35,266,0.0,0
049520,7062,14.54,0.68,328,0.0,0
435380,0,0.0,0.0,0,0.0,0
444920,0,0.0,0.0,0,0.0,0
446150,0,0.0,0.0,0,0.0,0
449020,0,0.0,0.0,0,0.0,0
450940,0,0.0,0.0,0,0.0,0
430700,0,0.0,0.0,0,0.0,0
263770,2949,5.6,1.01,533,3.35,100
388720,4649,0.0,4.61,0,0.0,0
340930,5625,7.68,1.86,1364,0.0,0
023410,12896,8.55,0.27,407,4.89,170
056080,1175,90.46,10.01,130,0.0,0
373340,0,0.0,0.0,0,0.0,0
388800,0,0.0,0.0,0,0.0,0
413630,0,0.0,0.0,0,0.0,0
442130,0,0.0,0.0,0,0.0,0
084370,14595,25.52,2.97,1697,0.62,270
240600,3483,69.02,5.65,285,0.0,0
221800,3350,7.9,3.07,1303,1.21,125
179900,2987,0.0,10.55,0,0.0,0
263050,2387,0.0,1.06,0,0.0,0
191410,2214,44.75,1.21,60,0.0,0
372170,17264,31.16,6.84,3790,0.13,150
146060,0,0.0,0.0,0,0.0,0
072770,1001,0.0,2.45,0,0.0,0
039020,7375,32.14,0.42,96,1.62,50
067920,6660,8.74,0.91,692,2.98,180
044960,3499,24.47,1.5,215,0.76,40
303530,5515,124.55,1.74,77,0.0,0
296640,6096,14.2,1.16,500,1.55,110
302430,5721,38.14,1.83,274,0.0,0
274400,2166,0.0,5.52,0,0.0,0
056090,732,0.0,1.61,0,0.0,0
073490,19430,11.65,1.2,1996,1.51,350
215790,2424,7.28,0.42,140,0.0,0
344860,731,19.76,3.89,144,0.0,0
246960,2330,0.0,3.2,0,0.0,0
088390,22873,13.33,0.94,1609,0.0,0
272290,19465,6.51,1.44,4316,1.6,450
053350,6339,293.64,0.51,11,0.62,20
041520,16304,0.0,0.4,0,4.55,300
264850,1459,26.77,3.27,178,1.05,50
054210,10449,4.22,0.88,2177,1.63,150
164060,2551,16.34,2.92,456,0.0,0
065440,1583,29.06,1.19,65,0.0,0
115610,686,24.7,4.25,118,0.0,0
078020,18243,9.34,0.21,410,2.61,100
131400,1953,0.0,1.68,0,0.0,0
351330,5778,34.24,1.48,250,0.0,0
080010,11386,5.26,0.46,1002,1.9,100
086890,1941,0.0,3.11,0,0.0,0
047560,5228,0.0,2.74,0,0.0,0
067010,4538,8.9,0.74,378,3.57,120
102710,26565,6.05,0.75,3276,0.76,150
063760,7281,0.0,0.5,0,1.66,60
123570,4160,9.4,0.7,308,3.11,90
083470,602,0.0,3.12,0,0.0,0
095190,1889,0.0,1.21,0,0.0,0
091120,15775,24.69,3.32,2118,0.29,150
039030,43984,25.08,3.59,6293,0.63,1000
294090,3253,0.0,6.67,0,0.0,0
088290,2085,0.0,1.87,0,0.0,0
181340,1416,0.0,1.91,0,0.0,0
353810,1464,12.25,2.23,267,2.29,75
099750,5083,0.0,3.57,0,0.0,0
377330,7503,0.0,1.16,0,1.38,120
035810,8691,15.03,0.3,175,2.85,75
160600,1452,9.9,2.13,313,0.0,0
092130,3840,10.54,3.57,1300,7.59,1040
096040,113,0.0,2.4,0,0.0,0
134060,5208,8.38,1.09,680,0.0,0
001840,2371,122.59,1.5,29,0.0,0
024810,1779,0.0,0.51,0,0.0,0
041830,16524,8.82,1.39,2596,1.31,300
352940,4278,0.0,0.91,0,0.0,0
079950,2407,0.0,0.44,0,0.0,0
389470,3644,0.0,4.29,0,0.0,0
277410,1609,17.61,1.28,117,1.94,40
060150,7627,15.42,0.97,480,0.0,0
033230,1911,80.5,1.26,30,0.0,0
450520,3829,10.84,4.78,1687,0.0,0
037330,4306,20.0,0.42,90,2.78,50
100030,18065,11.54,0.87,1360,4.59,720
211050,7144,6.87,1.97,2052,2.13,300
083640,1870,6.96,0.26,71,0.0,0
216050,8792,8.07,1.18,1281,3.76,389
049070,38127,4.3,0.69,6147,3.25,860
119610,15175,16.34,2.06,1910,1.92,600
017250,1549,32.6,1.05,50,0.0,0
051370,8480,15.82,1.22,656,0.0,0
064290,5469,23.2,5.66,1334,0.65,200
189300,19326,42.34,3.8,1736,0.14,100
150840,396,0.0,14.77,0,0.0,0
048530,3199,39.46,2.07,168,0.0,0
175140,2927,0.0,2.15,0,0.0,0
115310,47617,6.96,0.41,2806,4.61,900
039290,7237,61.87,1.46,171,0.19,20
071200,4723,1036.0,1.1,5,0.0,0
101930,18255,0.0,0.57,0,0.0,0
333430,1091,39.87,2.89,79,0.0,0
068330,1256,16.1,1.14,89,0.49,7
178780,181,0.0,47.79,0,0.0,0
019540,7050,0.0,0.67,0,0.0,0
094820,8318,10.43,1.3,1040,3.04,330
049550,3570,19.08,1.08,202,0.0,0
389020,3592,219.49,7.21,118,0.0,0
254120,413,151.67,5.51,15,0.0,0
043910,838,216.0,1.29,5,0.0,0
234920,3107,0.0,4.41,0,0.0,0
289220,5387,0.0,1.78,0,0.0,0
174880,3146,0.0,0.17,0,0.0,0
049630,761,0.0,0.73,0,0.0,0
417840,7262,11.06,1.76,1156,0.0,0
110020,1390,0.0,6.8,0,0.0,0
208140,2849,5.62,0.93,470,3.79,100
040420,5207,8.12,1.39,890,7.33,530
045510,1313,33.11,0.96,38,0.0,0
217190,4588,8.09,2.46,1395,0.66,75
095700,7977,0.0,1.06,0,0.0,0
072520,1458,0.0,0.29,0,0.0,0
122310,6294,6.99,1.1,988,2.32,160
361390,4508,43.84,3.52,362,0.32,50
187420,1061,0.0,2.72,0,0.0,0
225220,5439,4.49,0.69,830,0.0,0
123330,2325,0.0,1.54,0,0.0,0
159580,4005,27.61,1.44,209,0.0,0
147830,3740,7.19,0.88,457,4.57,150
033100,4410,28.06,4.94,777,0.69,150
079370,27268,10.29,1.31,3464,0.98,350
054950,13728,19.19,1.91,1368,1.14,300
023440,1575,0.0,1.03,0,0.0,0
090470,10355,4.15,0.76,1904,2.53,200
287410,1116,30.34,10.36,381,0.0,0
137950,6715,7.49,1.04,929,2.3,160
033320,5716,307.33,0.81,15,0.0,0
417500,1895,8.54,1.83,407,0.0,0
204270,5867,0.0,2.2,0,0.0,0
026040,3047,27.0,0.75,85,4.36,100
126880,4884,16.65,1.07,313,1.92,100
322510,1108,0.0,27.21,0,0.0,0
033050,1326,13.36,0.79,78,0.0,0
094970,6195,2.52,0.72,1760,3.38,150
418550,2348,0.0,9.84,0,0.0,0
089790,5952,6.78,1.27,1118,0.0,0
052670,1223,0.0,1.7,0,0.0,0
199820,10811,14.39,0.89,665,2.09,200
038010,10111,5.95,0.76,1299,1.55,120
276730,524,0.0,1.91,0,0.0,0
080220,4234,6.85,1.14,706,0.0,0
216080,3197,216.95,5.56,82,0.0,0
229000,801,0.0,6.14,0,0.0,0
082270,3420,0.0,4.3,0,0.0,0
064800,2023,0.0,0.51,0,0.97,10
044060,961,0.0,0.76,0,0.0,0
034940,1706,119.17,1.26,18,0.0,0
067000,1443,55.53,1.81,47,0.0,0
033340,553,0.0,3.82,0,0.0,0
036930,10119,12.6,2.75,2211,0.69,193
239340,1158,0.0,2.64,0,0.0,0
072020,9859,25.69,1.08,415,0.94,100
000440,13266,199.12,1.7,113,1.42,320
051980,579,0.0,2.82,0,0.0,0
228760,5185,0.0,3.11,0,0.0,0
314130,6905,0.0,1.82,0,0.0,0
389030,1327,0.0,2.58,0,0.0,0
043610,2714,9.97,1.11,303,0.0,0
263860,5428,13.99,2.09,810,1.32,150
303030,612,0.0,2.22,0,0.0,0
036180,630,0.0,1.26,0,0.0,0
208350,4779,23.18,0.82,170,0.0,0
144510,35857,17.73,0.82,1664,1.19,350
358570,4782,0.0,3.93,0,0.0,0
382480,1427,18.19,2.12,166,1.13,34
382800,2430,11.47,2.44,516,0.0,0
051160,8000,0.0,0.79,0,0.0,0
053050,2955,23.27,1.55,197,0.87,40
