티커,BPS,PER,PBR,EPS,DIV,DPS
119850,7201,2.36,0.57,1727,1.23,50
065060,475,0.0,0.99,0,0.0,0
204840,259,0.0,4.74,0,0.0,0
270520,1152,0.0,6.68,0,0.0,0
311320,3883,21.72,2.99,535,0.86,100
388050,1693,184.52,4.58,42,0.0,0
219750,478,0.0,5.96,0,0.0,0
018120,11200,32.35,1.43,494,2.82,450
109820,1211,0.0,2.09,0,0.0,0
086060,5310,24.44,0.81,177,0.0,0
036890,10493,4.39,0.95,2276,3.0,300
363250,5066,0.0,2.81,0,0.0,0
007370,7199,5.43,0.84,1115,2.48,150
285800,1683,10.38,2.5,405,0.0,0
085660,5185,0.0,3.15,0,0.0,0
261780,1262,0.0,3.99,0,0.0,0
094850,5830,0.0,1.38,0,0.0,0
004650,17391,917.0,0.53,10,5.45,500
278280,34549,27.16,2.96,3763,0.49,500
362320,3143,31.43,2.52,252,0.0,0
066360,1429,7.5,0.97,185,0.0,0
047820,13331,0.0,0.41,0,0.0,0
094360,4471,36.41,8.48,1041,0.52,196
016790,301,0.0,17.01,0,0.0,0
016920,2502,12.74,0.62,121,0.65,10
284620,935,0.0,3.47,0,0.0,0
293490,20650,0.0,1.22,0,0.0,0
042000,6615,0.0,2.0,0,0.0,0
317530,1614,0.0,2.75,0,0.0,0
071850,5542,0.0,0.34,0,0.0,0
050110,1422,16.79,1.02,86,0.0,0
119860,14989,46.72,0.71,229,0.0,0
223310,1521,0.0,1.02,0,0.0,0
078340,95809,16.01,0.47,2807,2.89,1300
063080,45693,0.0,0.56,0,0.0,0
307930,4955,11.53,0.97,415,0.0,0
079190,451,0.0,1.86,0,0.0,0
263700,4648,0.0,0.88,0,0.0,0
214370,4396,48.92,6.19,556,1.99,540
221980,25215,5.57,0.47,2136,3.61,430
038530,728,0.0,0.36,0,0.0,0
424140,0,0.0,0.0,0,0.0,0
436530,0,0.0,0.0,0,0.0,0
192250,987,17.26,1.26,72,2.41,30
115500,1523,96.52,4.37,69,2.1,140
089150,2027,70.13,1.35,39,2.19,60
025880,3833,9.92,0.69,266,1.89,50
093320,30111,17.33,3.02,5240,0.66,600
093640,2402,0.0,4.11,0,0.0,0
073010,943,26.23,3.06,110,0.0,0
105330,6569,5.56,1.28,1512,0.0,0
053080,12192,21.6,2.17,1227,1.13,300
272110,6769,14.29,2.65,1255,0.0,0
039420,2251,8.12,1.12,311,3.17,80
083550,12196,6.59,0.38,701,1.08,50
032500,6034,0.0,1.78,0,0.0,0
225430,1303,0.0,0.81,0,0.0,0
102370,4711,25.96,0.83,151,0.89,35
036030,4715,22.22,1.17,248,0.0,0
064820,6516,591.43,0.64,7,2.42,100
256940,2831,0.0,2.18,0,0.0,0
024880,10147,4.04,0.49,1220,2.84,140
042040,613,0.0,0.62,0,0.0,0
054410,7906,12.47,0.63,399,0.0,0
258610,2517,0.0,1.33,0,0.0,0
274090,3115,44.68,3.86,269,0.0,0
089010,9953,46.13,1.93,416,1.04,200
220260,2220,39.65,2.57,144,0.0,0
052400,10912,7.49,1.71,2495,0.0,0
402030,3574,0.0,9.23,0,0.0,0
391710,556,0.0,4.83,0,0.0,0
046070,302,0.0,1.15,0,0.0,0
047770,1585,8.86,1.12,201,0.0,0
080530,844,0.0,1.36,0,0.0,0
104540,5324,74.52,2.04,146,0.0,0
027050,2725,66.73,1.2,49,0.0,0
190650,13824,0.0,0.41,0,3.53,200
123410,5157,9.06,0.59,336,2.63,80
036690,3029,0.0,1.04,0,1.58,50
049430,21650,4.86,0.4,1769,2.91,250
183300,25921,11.62,1.89,4213,2.04,1000
041960,865,0.0,6.07,0,0.0,0
089890,3615,20.04,2.63,475,0.0,0
009730,1074,18.31,2.63,154,0.0,0
082660,384,0.0,1.57,0,0.0,0
222040,2109,0.0,3.17,0,0.0,0
241710,13732,135.34,2.45,249,0.0,0
355150,1690,247.38,1.17,8,0.0,0
166480,1937,0.0,3.19,0,0.0,0
045970,2616,0.0,2.46,0,0.0,0
196450,1822,0.0,0.68,0,0.0,0
384470,0,0.0,0.0,0,0.0,0
029960,3510,8.85,2.05,815,6.93,500
102940,14697,151.87,1.93,187,0.0,0
033290,5733,10.21,1.28,720,2.59,190
056360,14091,12.65,0.43,480,0.82,50
282880,12934,59.71,2.35,510,0.33,100
121850,631,0.0,2.69,0,0.0,0
448710,4912,19.18,2.66,682,0.0,0
015710,7255,0.0,0.75,0,0.0,0
052330,22459,3.55,0.31,1977,3.57,250
322780,1367,0.0,1.59,0,0.46,10
200130,13595,12.05,1.22,1371,1.86,308
294570,12657,52.71,1.5,361,0.53,100
317690,2420,0.0,2.06,0,0.0,0
078940,524,0.0,4.16,0,0.0,0
432720,0,0.0,0.0,0,0.0,0
365270,3335,0.0,2.7,0,0.0,0
348080,0,0.0,0.0,0,0.0,0
060280,2099,0.0,7.17,0,0.0,0
040350,308,0.0,1.56,0,0.0,0
051780,298,0.0,1.3,0,0.0,0
115180,2544,0.0,2.24,0,0.0,0
445680,6676,0.0,5.37,0,0.0,0
182360,2812,33.41,5.3,446,0.0,0
405100,2905,60.58,5.03,241,3.29,480
066310,8776,12.21,1.05,757,1.08,100
016600,730,0.0,0.46,0,0.0,0
355390,0,0.0,0.0,0,0.0,0
096240,5467,27.77,3.09,609,10.64,1800
114120,1064,0.0,10.2,0,0.0,0
110790,14784,7.26,0.6,1228,2.8,250
045520,4443,0.0,1.95,0,0.0,0
036170,1836,12.4,0.47,70,0.0,0
214150,3564,29.53,9.65,1165,0.34,116
352770,2331,0.0,1.06,0,0.0,0
237880,10872,45.98,2.47,584,0.74,200
139670,704,0.0,5.29,0,0.0,0
413600,0,0.0,0.0,0,0.0,0
433530,0,0.0,0.0,0,0.0,0
446840,0,0.0,0.0,0,0.0,0
054780,3023,0.0,2.17,0,0.0,0
219130,8781,32.83,2.13,569,0.0,0
360070,12065,40.38,5.51,1647,0.0,0
065130,11955,0.0,0.48,0,0.0,0
134580,2151,0.0,1.49,0,0.0,0
023160,18560,11.4,0.85,1383,1.08,170
323280,1299,0.0,2.06,0,0.0,0
053620,21811,8.72,0.33,827,4.16,300
044490,24061,582.96,0.65,27,0.0,0
124560,5614,1.26,0.56,2494,4.78,150
191420,6070,233.33,1.27,33,0.0,0
073640,1034,4.69,1.76,389,0.0,0
066700,4487,13.24,0.88,299,0.0,0
095610,17483,8.24,1.22,2580,2.35,500
064520,4791,0.0,0.88,0,0.0,0
089030,6480,10.16,1.39,886,1.44,130
054450,12418,6.39,1.79,3480,0.58,130
091440,1709,0.0,1.26,0,0.0,0
200230,775,0.0,0.92,0,0.0,0
393210,1003,11.89,4.7,396,0.0,0
215480,3246,8.63,1.11,416,0.0,0
051360,11755,0.0,1.49,0,0.57,100
045340,2199,14.98,2.11,309,0.0,0
108230,8696,19.51,0.91,405,1.27,100
079970,649,0.0,0.91,0,0.0,0
199800,8940,0.0,4.19,0,0.0,0
417790,6066,10.99,1.64,906,0.0,0
105550,1536,0.0,1.55,0,0.0,0
290090,9248,0.0,1.39,0,0.0,0
026150,6046,77.98,1.28,99,0.0,0
322180,1046,0.0,5.31,0,0.0,0
117730,1752,0.0,12.47,0,0.0,0
033830,1286,16.81,0.68,52,1.72,15
057680,3220,0.0,0.52,0,0.0,0
204610,1498,6.31,0.93,220,4.32,60
064760,35707,10.51,2.37,8056,2.01,1700
246710,1853,0.0,5.28,0,0.0,0
340570,13141,16.89,3.34,2602,1.02,450
043220,443,0.0,1.13,0,0.0,0
277880,2416,60.36,4.22,169,0.0,0
131290,26649,8.83,1.53,4614,1.23,500
425420,5323,51.46,6.97,721,0.0,0
131100,2869,0.0,0.64,0,0.0,0
356860,11424,7.77,2.11,3108,1.24,300
062860,8417,0.0,0.69,0,0.0,0
321550,2541,0.0,2.63,0,0.0,0
425040,11340,7.0,3.0,4855,0.0,0
104480,10429,0.6,0.17,3028,0.0,0
081150,6547,5.25,0.52,645,0.89,30
130740,5508,0.0,0.51,0,0.0,0
084730,17281,42.32,0.87,354,0.0,0
058530,3652,0.0,0.44,0,0.0,0
440110,996,0.0,33.68,0,0.0,0
034230,15915,47.91,0.89,296,0.0,0
033540,1352,0.0,0.58,0,0.0,0
388870,1539,0.0,7.7,0,0.0,0
043200,564,0.0,1.18,0,0.0,0
214450,34433,29.14,3.44,4067,0.56,660
208340,966,0.0,1.43,0,0.0,0
177830,6099,6.32,0.59,566,2.8,100
037070,5338,23.65,2.04,460,1.84,200
150900,2799,14.96,2.44,456,1.47,100
037030,4665,34.03,0.68,93,0.0,0
047310,4861,0.0,1.4,0,0.0,0
368770,898,0.0,3.65,0,0.0,0
170790,10862,6.94,1.16,1818,2.38,300
049120,905,0.0,1.27,0,0.0,0
038950,10896,0.0,0.46,0,1.0,50
441270,3448,0.0,2.56,0,0.0,0
106240,5583,0.24,0.31,7096,0.0,0
131760,810,6.79,1.17,140,0.0,0
065690,5017,0.0,0.29,0,0.0,0
140860,17308,37.55,8.81,4061,0.26,400
091700,8739,12.37,0.99,700,3.46,300
032800,411,0.0,0.72,0,0.0,0
318010,7973,16.33,1.06,518,1.18,100
027710,1860,0.0,0.9,0,1.5,25
225590,2612,3.63,0.53,378,0.0,0
054300,804,76.67,0.86,9,0.0,0
068050,2656,0.0,1.43,0,0.0,0
222110,1613,0.0,3.1,0,0.0,0
271830,0,0.0,0.0,0,0.0,0
263750,11412,0.0,4.26,0,0.0,0
251970,17379,16.08,1.46,1580,1.42,360
168360,2451,33.57,7.44,543,0.0,0
087010,2575,0.0,11.81,0,0.0,0
119500,4072,24.38,0.87,146,1.69,60
389140,5491,0.0,1.56,0,0.0,0
022100,2715,166.67,18.42,300,0.15,75
009520,2752,193.53,8.16,116,0.16,37
189690,2548,12.53,1.24,253,3.15,100
318020,3760,37.79,4.81,479,0.0,0
256630,1367,112.07,1.15,14,0.64,10
331380,1096,14.83,1.93,143,1.42,30
234100,2807,42.98,0.72,47,0.0,0
041020,1338,16.05,3.54,295,0.0,0
114630,1470,10.34,0.47,67,0.0,0
290720,3672,0.0,2.27,0,1.2,100
005670,9493,10.58,0.5,452,1.88,90
094940,4150,342.92,1.98,24,0.24,20
007330,26018,5.3,0.34,1688,7.27,650
093380,7221,8.25,0.51,444,3.55,130
023900,11716,40.84,0.95,273,0.54,60
371950,3790,19.91,1.66,317,0.0,0
370090,4827,119.73,6.35,256,0.0,0
445180,2808,15.98,4.77,838,0.0,0
220100,3174,0.0,2.92,0,0.0,0
035200,4351,22.15,0.79,156,1.45,50
334970,1925,0.0,2.63,0,0.0,0
321260,1158,16.07,2.28,164,0.76,20
303360,1424,26.07,2.05,112,0.0,0
053610,30100,10.4,1.6,4626,1.04,500
377220,6214,29.21,1.08,229,0.0,0
335810,2879,0.0,1.84,0,0.0,0
053160,10692,39.76,0.92,247,0.51,50
405000,529,0.0,8.53,0,0.0,0
041590,555,0.0,2.06,0,0.0,0
367000,5752,18.79,1.56,479,0.0,0
075130,4387,0.0,0.53,0,4.28,100
237820,6161,11.27,0.71,386,0.0,0
023770,3213,0.0,1.81,0,0.0,0
300080,2305,0.0,10.41,0,0.0,0
032580,1482,5.84,0.98,249,0.0,0
051380,5845,0.0,1.08,0,4.74,300
241820,786,0.0,3.02,0,0.0,0
237750,10577,11.39,0.49,453,0.0,0
319660,12197,7.09,1.55,2665,2.12,400
031980,13849,15.57,2.23,1982,1.62,500
002230,7706,0.0,0.51,0,5.04,200
057880,160,0.0,10.88,0,0.0,0
043370,32776,6.76,0.28,1376,2.15,200
239890,3090,26.64,7.09,822,0.0,0
347740,2359,9.96,1.01,239,1.47,35
137400,10866,19.3,4.8,2704,0.19,100
257370,2120,0.0,4.34,0,0.0,0
147760,4896,0.0,1.1,0,0.0,0
128660,2462,16.33,1.55,233,3.55,135
006140,8116,12.82,0.74,468,1.67,100
376180,1716,26.34,2.7,176,0.0,0
304840,264,0.0,13.03,0,0.0,0
062970,513,42.59,4.48,54,0.0,0
087600,13297,152.31,0.45,39,0.84,50
291810,1915,0.0,2.36,0,0.0,0
378340,1637,74.07,11.22,248,0.0,0
161580,4402,112.8,2.1,82,0.38,35
347770,2476,48.23,1.6,82,0.0,0
163730,4881,46.56,1.8,189,1.14,100
417180,1083,0.0,2.72,0,0.0,0
446750,0,0.0,0.0,0,0.0,0
448370,0,0.0,0.0,0,0.0,0
454750,0,0.0,0.0,0,0.0,0
454640,0,0.0,0.0,0,0.0,0
406760,0,0.0,0.0,0,0.0,0
418170,0,0.0,0.0,0,0.0,0
427950,0,0.0,0.0,0,0.0,0
430230,0,0.0,0.0,0,0.0,0
435620,0,0.0,0.0,0,0.0,0
299030,9997,338.46,7.04,208,0.0,0
067310,5511,444.7,5.33,66,0.17,50
372290,0,0.0,0.0,0,0.0,0
166090,15244,12.23,3.29,4105,1.2,600
136480,2828,60.74,1.01,47,0.7,20
003380,29169,2.49,0.23,2736,1.76,120
101670,2675,0.0,4.15,0,0.0,0
365590,133,0.0,12.92,0,0.0,0
149980,4375,40.66,1.98,213,0.0,0
013030,29337,9.3,0.84,2633,2.45,600
126700,15075,10.72,1.25,1764,0.63,120
106080,1109,114.26,6.28,61,0.0,0
377400,0,0.0,0.0,0,0.0,0
400840,0,0.0,0.0,0,0.0,0
450050,0,0.0,0.0,0,0.0,0
221840,3108,0.0,1.0,0,0.0,0
106190,14098,16.9,0.99,828,0.5,70
373200,767,0.0,9.37,0,0.7,50
066130,8100,13.32,0.63,383,1.37,70
004590,11011,5.1,0.36,786,4.37,175
039340,7903,8.47,0.7,649,2.91,160
034950,25180,16.89,3.07,4582,6.59,5100
222980,3401,0.0,1.25,0,0.0,0
256840,2786,0.0,1.18,0,0.0,0
025550,5086,6.58,0.79,613,2.48,100
017890,21988,7.94,0.53,1474,0.43,50
080720,6733,0.0,0.68,0,0.0,0
063570,5747,20.5,1.01,282,1.9,110
041460,2469,20.97,1.57,185,1.8,70
101680,5835,41.31,0.43,61,0.0,0
039740,5496,7.07,0.54,417,0.0,0
053300,4250,29.15,1.05,153,2.69,120
025770,6792,14.7,1.31,604,0.0,0
436610,0,0.0,0.0,0,0.0,0
458610,0,0.0,0.0,0,0.0,0
023760,1461,2.69,0.37,200,5.2,28
054040,8505,5.58,0.72,1102,4.07,250
021650,4914,7.97,0.65,402,1.87,60
053590,285,0.0,1.17,0,0.0,0
032300,5484,0.0,3.19,0,0.29,50
037230,2250,0.0,0.86,0,1.81,35
030520,13442,6.41,0.94,1969,0.0,0
052600,3096,26.24,1.44,170,3.36,150
256150,6678,12.05,1.12,621,3.34,250
092460,5683,13.66,1.13,470,1.56,100
047080,774,29.88,3.17,82,0.0,0
066980,2546,0.0,0.72,0,0.0,0
114810,5429,8.33,1.67,1086,0.0,0
070590,1605,0.0,1.07,0,0.0,0
226440,391,0.0,3.91,0,0.0,0
042520,4732,25.21,3.32,624,0.0,0
430690,3458,30.93,5.61,627,0.0,0
078350,8129,5.26,1.61,2492,0.0,0
045100,27595,3.67,0.54,4044,4.04,600
024740,3587,12.44,0.8,232,0.0,0
005860,1371,0.0,3.45,0,0.0,0
123840,473,0.0,0.76,0,0.0,0
007770,33661,14.02,0.52,1237,0.58,100
198940,2596,673.33,1.56,6,0.0,0
079170,11955,7.28,0.72,1184,2.32,200
054920,5681,10.86,0.52,274,0.0,0
002680,1748,0.0,0.73,0,0.0,0
386580,0,0.0,0.0,0,0.0,0
430460,0,0.0,0.0,0,0.0,0
455310,0,0.0,0.0,0,0.0,0
034810,30189,7.67,0.24,961,3.05,225
03481K,0,0.0,0.0,0,2.94,230
076610,312,0.0,1.26,0,0.0,0
059270,4230,0.0,1.45,0,0.0,0
220180,3291,57.13,0.94,54,0.0,0
214180,10867,5.57,1.23,2409,3.13,420
234340,15915,10.14,0.88,1380,3.57,500
084990,5338,0.0,0.82,0,0.0,0
170030,9031,9.2,0.77,753,2.4,166
319400,1344,36.69,2.27,83,0.99,30
048410,1468,0.0,21.25,0,0.0,0
052260,8619,30.47,1.12,318,0.72,70
041440,10029,10.42,0.62,600,1.12,70
039010,11707,22.36,0.48,250,2.33,130
090850,3874,10.02,1.65,639,1.25,80
092300,5041,15.27,0.78,258,2.54,100
138360,1139,0.0,0.73,0,0.0,0
011080,1140,0.0,0.86,0,0.0,0
060560,1092,11.15,1.08,106,0.85,10
064240,2748,0.0,1.66,0,0.0,0
039610,7732,18.5,0.68,286,0.0,0
126640,2900,7.99,0.56,202,2.48,40
127980,3125,21.14,2.43,359,6.46,490
061250,2639,0.0,0.78,0,0.0,0
097870,8788,15.63,0.82,464,1.38,100
290270,3782,0.0,1.03,0,1.02,40
353190,894,0.0,1.24,0,0.0,0
192410,536,0.0,0.74,0,0.0,0
090710,346,0.0,3.94,0,0.0,0
078590,261,4.42,1.44,85,0.0,0
205470,2838,1.44,0.74,1463,0.0,0
115160,6428,0.0,0.46,0,0.0,0
028080,9328,0.0,0.5,0,0.0,0
200670,15205,15.34,2.3,2281,1.43,500
065510,9709,9.35,1.55,1610,1.33,200
215090,511,8.5,2.95,177,0.0,0
263920,617,73.81,1.91,16,0.0,0
243070,23877,20.74,1.65,1897,1.52,600
084110,37909,0.0,0.55,0,2.42,500
145020,67095,29.39,2.11,4811,0.0,0
024060,5508,68.42,2.27,183,1.2,150
010240,7971,8.11,0.75,740,3.67,220
189980,2295,6.68,0.9,309,1.94,40
037440,5186,14.94,1.63,567,1.77,150
238490,5656,0.0,1.1,0,0.0,0
